person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
28,0,2.0,47823,4,0,5000,3,10.25,0.1,10,684,0,0
27,1,1.0,51977,3,2,8000,5,13.06,0.15,5,491,1,0
28,0,3.0,48428,5,0,5000,1,12.87,0.1,10,679,1,0
34,1,3.0,48817,8,0,5000,0,7.51,0.1,6,544,0,0
28,0,1.0,41551,4,0,5000,0,7.9,0.12,5,679,0,1
27,1,2.0,48873,6,0,5000,0,8.49,0.1,8,667,0,0
27,0,0.0,49053,5,0,5000,2,11.99,0.1,9,540,0,0
27,0,1.0,49022,3,0,5000,1,7.29,0.1,5,619,0,0
35,0,0.0,41992,16,0,5000,1,16.32,0.12,6,642,0,1
28,1,1.0,41666,7,0,5000,3,14.26,0.12,9,709,0,1
34,1,0.0,49416,13,0,5000,3,12.53,0.1,10,564,1,0
35,1,0.0,42019,8,0,5000,5,15.45,0.12,6,618,0,1
31,0,0.0,48886,9,0,5000,3,9.45,0.1,10,661,0,0
34,1,3.0,52469,12,1,7675,1,13.87,0.15,8,689,0,0
27,0,3.0,41579,5,0,5000,2,10.25,0.12,10,602,0,1
27,0,2.0,49685,1,0,5000,2,13.49,0.1,8,591,0,0
35,1,1.0,50072,14,0,5000,3,6.54,0.1,5,543,1,0
27,1,3.0,42772,3,0,5000,2,16.7,0.12,9,568,0,1
28,0,0.0,42787,8,0,5000,4,8.9,0.12,9,594,0,1
29,1,1.0,50428,7,0,5000,0,11.49,0.1,9,536,1,0
31,0,1.0,49984,9,0,5000,2,15.28,0.1,10,695,0,0
34,1,3.0,50961,14,0,5000,0,10.65,0.1,6,646,0,0
28,1,2.0,51512,8,0,5000,2,5.42,0.1,5,590,0,0
29,1,1.0,51029,6,0,5000,2,15.99,0.1,6,591,1,0
35,1,0.0,51586,15,0,5000,2,6.99,0.1,10,683,1,0
34,0,3.0,51082,9,0,5000,3,11.01,0.1,5,671,1,0
27,0,1.0,51204,2,0,5000,0,10.99,0.1,10,611,0,0
28,0,0.0,52328,7,2,15000,3,6.03,0.29,5,553,1,0
27,0,2.0,51325,4,0,5000,2,11.11,0.1,9,663,0,0
27,1,1.0,51438,3,0,5000,5,5.42,0.1,5,678,1,0
31,1,1.0,51792,11,0,5000,2,11.86,0.1,9,688,1,0
30,1,0.0,51470,8,0,5000,2,11.01,0.1,7,632,0,0
28,1,0.0,53163,2,2,5000,0,12.99,0.09,5,556,1,0
29,0,1.0,51677,4,0,5000,0,11.01,0.1,6,705,0,0
32,0,0.0,51647,10,0,5000,5,10.08,0.1,9,627,1,0
28,1,,51461,6,0,5000,2,10.36,0.1,5,636,1,0
27,1,0.0,51530,9,0,5000,3,11.49,0.1,10,686,0,0
31,1,3.0,51227,6,0,5000,5,10.36,0.1,9,645,1,0
32,0,1.0,44654,10,0,5000,4,6.91,0.11,5,653,0,1
27,1,1.0,52403,6,2,17500,3,7.29,0.33,7,623,0,0
27,1,1.0,52839,2,0,5000,2,13.61,0.09,6,702,1,0
28,0,0.0,52817,5,0,5000,2,11.71,0.09,9,646,1,0
31,0,3.0,52395,10,0,5000,2,9.99,0.1,10,681,0,0
30,0,0.0,52664,5,0,5000,3,9.62,0.09,9,551,1,0
28,1,1.0,52872,4,2,13800,2,6.91,0.26,6,655,1,0
33,1,0.0,52639,7,2,10000,4,13.35,0.19,10,632,1,0
28,1,1.0,46520,5,0,5000,0,13.49,0.11,6,646,0,1
28,1,1.0,53439,2,0,5000,5,5.42,0.09,7,657,1,0
35,0,2.0,54627,11,0,5000,1,6.92,0.09,7,542,1,0
27,1,2.0,52547,4,1,15000,1,7.51,0.29,5,554,1,0
35,1,2.0,47515,11,0,5000,2,9.99,0.11,6,696,0,1
28,0,1.0,47912,6,0,5000,5,5.99,0.1,7,653,0,1
28,1,0.0,52644,5,2,12000,4,13.48,0.23,6,535,0,0
34,0,1.0,52495,12,2,11000,5,7.88,0.21,10,636,1,0
32,1,3.0,52525,6,2,12000,3,7.88,0.23,7,641,1,0
31,0,1.0,54743,10,0,5000,3,13.35,0.09,8,675,1,0
32,1,1.0,47725,9,0,5000,2,14.09,0.1,10,604,0,1
32,0,1.0,55012,10,0,5000,5,10.36,0.09,5,677,1,0
32,1,0.0,54797,8,0,5000,0,7.88,0.09,10,502,1,0
28,1,0.0,54832,4,0,5000,0,12.73,0.09,7,683,1,0
28,1,2.0,52335,5,2,8000,4,9.32,0.15,10,688,1,0
33,1,2.0,55437,10,0,5000,0,15.99,0.09,6,635,1,0
27,0,1.0,55546,3,0,5000,1,11.71,0.09,5,595,1,0
29,1,1.0,52914,4,2,10000,2,8.0,0.19,9,539,1,0
28,0,1.0,44931,6,2,6000,4,12.53,0.13,9,657,0,1
30,1,3.0,56132,4,0,5000,2,11.01,0.09,9,603,1,0
31,1,1.0,52536,8,2,3000,3,8.9,0.06,6,674,1,0
29,1,3.0,57554,7,0,5000,0,10.62,0.09,7,615,1,0
31,0,,50167,9,0,5000,1,16.07,0.1,9,649,0,1
30,0,3.0,52658,12,2,4200,4,13.49,0.08,7,646,0,0
27,0,0.0,52702,7,1,5000,3,12.69,0.09,8,602,1,0
34,0,0.0,57387,11,0,5000,1,12.73,0.09,6,652,1,0
33,1,2.0,53207,9,2,5000,5,7.51,0.09,8,601,1,0
30,0,3.0,51100,7,0,5000,4,16.0,0.1,6,703,0,1
27,1,1.0,58612,3,0,5000,5,11.71,0.09,7,648,0,0
32,0,1.0,53119,8,2,15000,4,7.91,0.28,7,725,0,0
31,0,2.0,51320,10,0,5000,1,8.49,0.1,10,702,0,1
29,1,1.0,52912,4,1,4625,0,5.42,0.09,6,642,1,0
30,1,1.0,52669,10,1,2000,4,10.99,0.04,9,711,1,0
32,1,1.0,58555,11,0,5000,0,6.92,0.09,10,587,1,0
28,0,1.0,58920,6,0,5000,1,7.29,0.08,8,574,1,0
32,1,2.0,58537,10,0,5000,5,11.49,0.09,8,631,0,0
29,0,2.0,51589,5,0,5000,4,14.96,0.1,9,719,0,1
28,1,3.0,53110,8,1,12250,0,9.99,0.23,6,606,1,0
27,0,3.0,58713,2,0,5000,2,11.58,0.09,5,683,0,0
30,1,3.0,52919,5,2,5000,0,11.36,0.09,9,550,1,0
32,1,0.0,58694,10,0,5000,5,11.97,0.09,10,630,0,0
29,1,3.0,59308,10,0,5000,5,13.98,0.08,5,728,0,0
28,0,1.0,59640,7,0,5000,0,12.42,0.08,7,713,1,0
28,0,1.0,52981,6,2,10000,0,11.12,0.19,9,608,0,0
30,0,2.0,46338,7,2,12700,2,17.27,0.27,5,612,0,1
27,0,0.0,53035,4,2,10800,1,10.99,0.2,6,688,1,0
28,0,3.0,53321,7,2,4000,1,12.69,0.08,8,658,0,0
28,1,1.0,53883,5,0,5000,4,12.99,0.09,5,615,0,1
30,0,3.0,53311,10,2,11250,1,13.61,0.21,9,490,1,0
27,0,2.0,53255,8,2,1200,2,11.01,0.02,5,673,1,0
34,0,,67444,9,0,9000,3,7.74,0.13,6,659,1,0
27,1,3.0,53507,5,2,7000,5,10.65,0.13,10,659,0,0
33,0,1.0,67254,12,0,9000,2,8.49,0.13,5,707,0,0
29,1,1.0,53087,4,1,10000,5,14.46,0.19,8,641,0,0
27,0,3.0,69029,5,0,9000,3,13.11,0.13,5,548,1,0
29,1,3.0,53740,4,1,4800,4,7.05,0.09,7,671,1,0
27,1,2.0,70024,4,0,9000,5,11.97,0.13,9,681,0,0
27,0,2.0,53966,3,2,14000,0,10.38,0.26,10,627,1,0
27,1,1.0,65037,2,0,9000,2,15.58,0.14,7,673,0,1
29,0,1.0,53630,6,2,7000,3,11.01,0.13,8,689,0,0
29,1,0.0,72363,8,0,9000,4,5.42,0.12,9,538,1,0
33,1,3.0,73000,12,0,9000,0,8.49,0.12,5,677,1,0
31,0,1.0,73079,7,0,9000,2,13.06,0.12,7,621,0,0
33,0,0.0,53894,10,2,16000,3,7.9,0.3,10,656,1,0
35,0,0.0,65971,16,0,9000,2,14.46,0.14,9,606,0,1
29,0,2.0,72822,7,0,9000,1,13.61,0.12,9,610,1,0
28,0,0.0,53829,7,2,8000,2,10.59,0.15,6,605,1,0
31,1,3.0,65852,10,0,9000,4,12.49,0.14,7,626,0,1
28,0,3.0,66951,8,0,9000,4,11.01,0.13,8,629,0,1
30,1,1.0,74061,6,0,9000,0,11.49,0.12,5,681,0,0
29,1,2.0,75558,4,0,9000,1,11.01,0.12,9,660,1,0
32,1,2.0,68159,11,0,9000,2,15.05,0.13,6,675,0,1
32,0,0.0,54177,10,2,3600,2,6.99,0.07,8,691,0,0
31,1,2.0,67991,10,0,9000,1,14.46,0.13,5,645,0,1
30,1,2.0,46615,7,2,10000,1,17.99,0.21,6,727,0,1
29,1,1.0,53967,9,2,5500,1,10.99,0.1,7,661,1,0
31,0,1.0,75588,10,0,9000,5,12.53,0.12,8,685,0,0
29,0,0.0,75797,6,0,9000,3,13.49,0.12,6,626,1,0
31,0,1.0,76227,8,0,9000,4,15.33,0.12,10,605,0,0
30,1,1.0,79445,6,0,9000,1,12.42,0.11,5,602,1,0
34,0,0.0,54153,9,1,10000,3,13.43,0.18,6,576,1,0
28,1,1.0,53654,6,2,7000,5,13.06,0.13,9,599,1,0
30,1,0.0,54004,6,2,6800,1,6.91,0.13,7,644,1,0
28,0,0.0,80031,7,0,9000,5,13.99,0.11,7,661,1,0
27,0,3.0,53710,6,1,2000,0,13.35,0.04,5,650,1,0
30,1,1.0,81104,8,0,9000,5,12.87,0.11,8,542,0,0
32,0,1.0,53619,13,2,15600,5,6.17,0.29,5,704,0,0
33,0,1.0,84962,8,0,9000,4,11.58,0.11,5,676,0,0
31,0,3.0,84821,13,0,9000,3,10.0,0.11,5,698,1,0
33,1,3.0,53836,13,2,5500,0,11.01,0.1,9,644,1,0
29,1,3.0,77983,7,0,9000,5,11.01,0.12,6,689,0,1
28,0,0.0,53729,10,1,7500,0,14.84,0.14,8,669,0,0
27,0,1.0,84881,4,0,9000,3,7.88,0.11,8,663,1,0
27,1,1.0,53885,6,2,5700,1,13.23,0.11,9,676,1,0
35,1,3.0,53942,12,2,6500,5,7.51,0.12,7,646,1,0
33,0,1.0,87174,12,0,9000,0,11.14,0.1,5,626,1,0
27,1,2.0,53787,1,2,6400,1,13.85,0.12,7,645,1,0
27,1,1.0,83946,3,0,9000,0,16.77,0.11,6,594,0,1
27,1,3.0,46228,7,2,14000,2,14.26,0.3,9,622,0,1
28,1,3.0,91096,4,0,9000,5,12.21,0.1,8,567,1,0
29,1,1.0,94209,5,0,9000,4,12.42,0.1,6,649,1,0
30,1,3.0,53807,8,2,11000,4,8.0,0.2,5,634,0,0
27,1,3.0,100378,6,0,9000,1,15.31,0.09,5,715,1,0
27,0,0.0,53722,5,2,7500,2,8.0,0.14,8,677,1,0
34,1,0.0,101813,10,0,9000,0,5.79,0.09,10,666,1,0
31,0,1.0,53477,11,1,17350,4,13.55,0.32,7,714,0,0
28,0,0.0,81247,8,0,9000,2,16.29,0.11,9,562,0,1
28,1,1.0,102726,3,0,9000,5,11.01,0.09,7,639,1,0
27,0,1.0,47037,4,2,12000,5,16.77,0.26,6,644,0,1
33,1,0.0,53675,10,2,9275,1,7.29,0.17,7,678,0,0
27,0,2.0,53577,4,2,10000,2,6.92,0.19,9,683,0,0
28,1,0.0,53745,6,2,6000,2,13.06,0.11,10,561,1,0
27,0,,102785,7,0,9000,4,10.36,0.09,5,647,1,0
27,0,1.0,88943,5,0,9000,1,9.63,0.1,7,698,0,1
33,0,0.0,106358,11,0,9000,3,14.54,0.08,9,614,1,0
27,0,1.0,106563,4,0,9000,5,6.91,0.08,10,580,1,0
33,0,1.0,54024,12,2,5000,1,11.01,0.09,8,655,1,0
30,1,2.0,78426,7,0,9000,2,16.0,0.11,5,692,0,1
27,1,1.0,109036,6,0,9000,5,13.49,0.08,7,625,1,0
31,1,3.0,109173,11,0,9000,0,5.42,0.08,9,677,1,0
27,1,0.0,53795,6,2,11500,2,15.27,0.21,10,589,1,0
28,1,1.0,54012,3,2,4325,4,7.49,0.08,5,685,0,0
27,1,2.0,46839,4,2,6000,0,10.99,0.13,10,671,0,1
27,1,1.0,136196,3,0,9000,5,11.01,0.07,7,627,1,0
33,0,0.0,106022,12,0,9000,2,14.65,0.08,7,536,0,1
29,0,3.0,54311,8,2,5000,0,11.01,0.09,7,584,1,0
32,0,2.0,54289,8,2,6500,4,14.84,0.12,7,653,1,0
27,0,2.0,156795,5,0,9000,4,7.05,0.06,6,637,0,0
29,1,1.0,54021,5,2,21000,4,10.99,0.39,8,656,0,0
28,1,0.0,54433,6,2,6000,1,12.72,0.11,7,631,0,0
30,1,3.0,54426,7,2,21250,3,13.48,0.39,6,650,0,0
34,1,1.0,54400,9,2,9600,5,7.49,0.18,8,696,1,0
32,1,0.0,55004,8,1,15000,1,7.51,0.27,5,672,0,0
32,0,1.0,54270,7,2,6000,3,8.9,0.11,9,679,0,0
32,1,1.0,60488,10,0,8900,2,11.01,0.15,7,682,1,0
30,1,2.0,97050,7,0,8900,2,6.17,0.09,10,709,0,0
31,0,0.0,140682,10,0,8900,3,10.0,0.06,5,622,0,0
28,0,1.0,54300,5,2,10000,0,8.59,0.18,6,666,0,0
28,0,1.0,54435,6,2,6000,3,8.0,0.11,9,697,0,0
33,0,1.0,54370,10,1,20000,1,11.01,0.37,6,645,0,0
28,0,3.0,54226,6,2,20000,3,9.45,0.37,10,606,1,0
28,1,2.0,29376,1,0,8875,3,10.65,0.3,9,571,0,1
27,1,0.0,54764,4,1,10825,2,10.99,0.2,8,672,0,0
27,0,1.0,40416,8,0,8875,0,14.65,0.22,8,673,1,0
34,1,1.0,40722,12,0,8875,2,7.66,0.22,7,712,0,0
30,0,1.0,46541,7,0,8875,0,16.89,0.19,5,642,1,0
28,1,0.0,61458,4,0,8825,4,11.49,0.14,7,634,0,0
29,0,0.0,35111,3,0,8800,5,10.0,0.25,10,629,0,1
28,1,3.0,54909,10,1,3600,1,7.88,0.07,6,557,0,0
27,1,1.0,51320,7,0,8800,5,11.71,0.17,5,578,1,0
28,0,2.0,54918,3,2,1000,3,13.06,0.02,8,628,1,0
28,1,3.0,51377,7,0,8800,2,12.42,0.17,10,669,0,0
31,1,3.0,56222,6,0,8800,3,12.84,0.16,10,566,1,0
35,1,1.0,55956,10,0,8800,0,14.27,0.16,7,663,0,0
29,0,1.0,55018,5,2,5000,2,14.72,0.09,8,687,1,0
29,1,3.0,56448,6,0,8800,1,14.42,0.16,7,712,1,0
29,1,0.0,58727,11,0,8800,2,8.49,0.15,9,674,1,0
31,0,1.0,61138,7,0,8800,2,6.17,0.14,9,656,1,0
27,1,0.0,72998,5,0,8800,4,11.36,0.12,10,575,1,0
27,0,1.0,79149,4,0,8800,1,6.03,0.11,9,634,0,0
30,1,1.0,79007,8,0,8800,5,10.0,0.11,8,577,1,0
29,1,3.0,80191,11,0,8800,5,10.71,0.11,10,655,0,0
28,1,0.0,112889,4,0,8800,3,7.88,0.08,7,632,1,0
31,1,2.0,120780,11,0,8800,1,10.0,0.07,8,678,0,0
27,0,1.0,54292,1,0,5000,3,16.89,0.09,10,582,0,1
32,0,1.0,55089,12,2,7200,0,12.69,0.13,9,697,1,0
29,1,0.0,61008,5,0,5000,1,10.37,0.08,5,634,1,0
31,1,1.0,61088,4,0,5000,2,6.91,0.08,7,612,1,0
35,0,2.0,54945,15,1,10000,3,16.77,0.18,5,694,0,0
27,1,3.0,61222,4,0,5000,5,13.61,0.08,8,644,1,0
30,1,3.0,60849,11,0,5000,2,11.14,0.08,8,594,1,0
27,1,3.0,53697,1,0,5000,4,16.35,0.09,6,679,0,1
31,1,,47943,7,2,4000,5,16.77,0.08,9,570,0,1
35,0,3.0,53919,14,0,5000,0,16.95,0.09,9,665,0,1
31,0,1.0,55297,8,2,12250,5,14.27,0.22,10,672,1,0
32,1,3.0,53839,9,0,5000,5,18.25,0.09,5,588,0,1
27,1,3.0,53728,2,0,5000,0,13.79,0.09,8,555,0,1
28,1,2.0,61076,5,0,5000,2,10.59,0.08,9,671,0,0
28,0,3.0,54789,5,1,10500,2,15.96,0.19,8,534,1,0
35,1,,61460,15,0,5000,3,13.57,0.08,8,656,1,0
29,0,2.0,61793,7,0,5000,4,9.88,0.08,8,707,1,0
35,1,0.0,62156,11,0,5000,1,12.98,0.08,10,631,0,0
30,1,2.0,54901,10,0,5000,2,12.73,0.09,8,611,0,1
29,0,1.0,62181,8,0,5000,5,8.0,0.08,6,673,0,0
27,1,1.0,55359,6,0,5000,1,16.0,0.09,10,689,0,1
27,1,1.0,54947,0,1,12000,2,6.03,0.22,7,626,1,0
28,0,3.0,62365,8,0,5000,1,11.14,0.08,10,609,1,0
27,1,1.0,55274,0,2,3000,1,6.62,0.05,10,604,1,0
28,1,1.0,63514,1,0,5000,0,11.01,0.08,6,525,1,0
27,1,1.0,55268,4,2,10000,1,10.65,0.18,8,561,1,0
29,0,1.0,54613,5,1,10000,2,17.58,0.18,6,681,1,0
28,0,3.0,55123,4,2,3675,3,11.01,0.07,6,675,1,0
35,1,,25251,11,0,8500,0,13.57,0.34,10,724,0,1
35,0,1.0,25055,15,0,8500,1,15.05,0.34,10,672,0,1
29,1,2.0,27361,5,0,8500,5,14.11,0.31,7,546,0,1
27,0,3.0,28573,3,0,8500,3,11.01,0.3,7,620,0,1
32,1,3.0,55011,9,2,8000,2,14.65,0.15,8,672,1,0
32,0,1.0,54911,9,2,14000,3,12.69,0.25,9,704,0,0
33,0,3.0,30857,11,0,8500,5,13.43,0.28,6,557,0,1
30,1,0.0,54840,6,2,7500,4,7.9,0.14,5,566,1,0
27,0,1.0,55338,9,2,5000,2,6.03,0.09,9,669,1,0
32,0,0.0,54919,8,2,2100,5,6.99,0.04,10,588,0,0
28,1,1.0,54955,4,2,8000,4,7.49,0.15,8,671,1,0
32,0,2.0,54892,8,2,9250,2,8.49,0.17,6,646,1,0
28,1,0.0,33441,6,0,8500,3,15.96,0.25,10,648,0,1
31,0,3.0,47396,8,2,2200,5,7.49,0.05,6,637,0,1
35,0,1.0,34802,14,0,8500,2,11.58,0.24,6,663,1,0
27,1,0.0,47649,7,2,5000,4,18.79,0.1,6,620,0,1
28,0,2.0,55034,5,2,10000,5,5.99,0.18,10,685,0,0
32,1,3.0,54816,10,2,6000,0,7.49,0.11,6,673,0,0
34,1,0.0,54752,10,1,7000,3,5.42,0.13,5,662,0,0
28,1,3.0,38864,7,0,8500,2,16.07,0.22,10,670,0,1
31,1,3.0,55365,8,2,6000,3,10.99,0.11,10,711,1,0
27,0,3.0,55220,4,2,4000,0,6.99,0.07,7,668,0,0
30,1,2.0,47908,9,2,3000,4,13.99,0.06,10,658,0,1
28,0,1.0,40452,4,0,8500,2,13.99,0.21,9,670,0,0
35,1,2.0,55145,16,2,6000,3,6.99,0.11,9,682,1,0
27,0,1.0,45853,4,0,8500,0,10.0,0.19,10,552,1,0
27,1,3.0,46679,4,0,8500,1,6.99,0.18,10,617,0,0
29,0,3.0,54890,7,1,15000,3,11.49,0.27,8,627,0,0
30,1,3.0,49201,6,0,8500,2,12.53,0.17,8,626,1,0
30,1,1.0,49603,6,0,8500,1,12.87,0.17,7,664,1,0
32,0,2.0,54836,7,2,4800,1,7.49,0.09,7,719,1,0
27,1,1.0,51252,3,0,8500,5,9.99,0.17,8,550,1,0
27,1,3.0,54633,3,2,3450,0,11.99,0.06,7,628,1,0
28,1,3.0,55485,6,2,15000,4,15.99,0.27,8,674,1,0
30,0,3.0,53825,9,0,8500,1,11.36,0.16,7,616,1,0
33,1,3.0,55358,14,0,8500,2,10.62,0.15,6,620,1,0
29,0,3.0,54900,7,2,15000,0,18.49,0.27,6,539,1,0
30,1,2.0,55273,7,0,8500,2,11.89,0.15,7,626,1,0
28,1,3.0,58193,9,0,8500,1,7.88,0.15,10,655,1,0
27,0,3.0,54811,5,2,5400,5,12.99,0.1,7,601,1,0
34,1,2.0,60941,10,0,8500,3,9.45,0.14,6,702,0,0
28,1,1.0,64231,6,0,8500,2,5.79,0.13,9,573,1,0
32,1,2.0,66263,10,0,8500,4,7.49,0.13,6,680,1,0
32,1,3.0,54831,9,2,4000,5,7.49,0.07,7,655,1,0
32,1,3.0,55144,10,2,6400,1,7.49,0.12,8,680,0,0
30,0,1.0,70493,6,0,8500,0,11.01,0.12,5,632,1,0
27,1,2.0,70693,2,0,8500,4,13.49,0.12,6,689,1,0
34,1,1.0,73842,11,0,8500,0,10.65,0.12,6,611,0,0
29,0,0.0,67038,7,0,8500,0,16.29,0.13,8,504,0,1
28,1,0.0,55543,6,2,3600,1,11.01,0.06,8,676,0,0
28,1,3.0,92036,4,0,8500,2,11.01,0.09,5,689,0,0
32,1,3.0,40016,7,0,8475,4,11.01,0.21,6,656,0,1
30,1,3.0,51396,8,0,8450,2,8.59,0.16,7,655,0,0
31,0,0.0,55123,12,2,15000,4,13.06,0.27,5,520,1,0
29,1,3.0,34836,5,0,8400,3,11.48,0.24,6,677,1,0
34,0,1.0,63210,11,0,5000,3,13.99,0.08,8,663,0,0
30,0,2.0,54726,9,2,4450,5,10.37,0.08,6,637,0,0
28,1,3.0,63150,6,0,5000,2,12.23,0.08,9,560,1,0
28,1,3.0,63835,6,0,5000,4,13.48,0.08,7,669,0,0
29,0,1.0,63473,5,0,5000,0,10.99,0.08,9,670,1,0
35,1,3.0,54965,17,2,7500,5,7.29,0.14,9,688,0,0
29,1,2.0,64782,6,0,5000,4,5.42,0.08,6,683,0,0
27,0,1.0,54978,6,2,5000,5,9.25,0.09,10,682,1,0
28,0,0.0,47740,3,2,3375,2,14.83,0.07,8,624,0,1
28,1,2.0,65140,6,0,5000,3,12.18,0.08,5,648,1,0
31,0,1.0,65784,8,0,5000,4,10.59,0.08,5,579,0,0
34,0,2.0,65906,12,0,5000,0,9.63,0.08,6,686,1,0
32,0,1.0,65489,12,0,5000,2,7.9,0.08,7,533,1,0
32,0,1.0,54718,8,2,5000,5,5.79,0.09,5,553,1,0
35,1,0.0,66227,11,0,5000,2,11.34,0.08,10,541,1,0
28,1,2.0,66839,6,0,5000,1,6.03,0.07,6,682,1,0
27,1,1.0,54772,0,2,6800,5,6.17,0.12,9,641,1,0
27,1,2.0,55143,3,2,12000,0,6.91,0.22,8,537,1,0
27,1,1.0,67153,2,0,5000,1,13.48,0.07,5,665,0,0
31,0,3.0,59650,5,0,5000,5,16.4,0.08,5,686,0,1
29,1,0.0,54954,8,2,4000,0,6.17,0.07,9,645,1,0
31,0,2.0,66703,10,0,5000,0,11.01,0.07,10,678,1,0
31,1,3.0,66623,10,0,5000,0,8.0,0.08,9,624,0,0
28,1,3.0,55060,9,2,3000,1,5.79,0.05,8,698,0,0
30,1,0.0,54890,5,2,8000,3,10.36,0.15,9,622,0,0
27,1,3.0,54837,7,2,10000,2,6.17,0.18,9,657,1,0
27,0,1.0,66785,5,0,5000,5,13.8,0.07,6,599,1,0
30,0,1.0,59828,7,0,5000,1,10.74,0.08,10,645,0,1
29,0,2.0,66652,7,0,5000,1,7.14,0.08,5,635,0,0
30,0,1.0,59818,6,0,5000,4,15.31,0.08,10,603,0,1
31,0,1.0,66709,13,0,5000,4,12.18,0.07,8,702,1,0
27,0,0.0,55025,6,1,15250,1,13.98,0.28,10,531,1,0
28,1,1.0,67063,3,0,5000,2,12.53,0.07,10,589,0,0
29,1,0.0,55082,9,1,10000,0,7.88,0.18,10,663,1,0
34,1,1.0,68097,10,0,5000,0,8.9,0.07,8,663,0,0
32,1,3.0,54886,7,2,15000,0,7.51,0.27,5,675,1,0
33,0,3.0,62018,11,0,5000,2,14.96,0.08,9,605,0,1
29,1,3.0,69983,4,0,5000,5,11.86,0.07,6,553,1,0
27,0,1.0,69792,6,0,5000,2,11.01,0.07,6,674,1,0
35,1,3.0,54801,10,2,6500,2,13.98,0.12,10,698,0,0
34,0,2.0,55002,11,2,5300,2,13.23,0.1,6,659,1,0
34,0,1.0,55261,14,2,12000,3,11.86,0.22,9,645,1,0
33,1,0.0,70425,14,0,5000,3,7.51,0.07,7,607,1,0
29,1,2.0,54927,4,2,8000,4,15.58,0.15,9,683,0,0
30,0,2.0,55174,8,2,2500,2,6.76,0.05,10,683,1,0
28,0,3.0,63259,7,0,5000,4,11.36,0.08,7,697,0,1
27,1,3.0,54934,8,2,3900,4,11.36,0.07,6,652,1,0
31,1,3.0,54977,6,2,10000,3,9.88,0.18,8,667,1,0
28,1,1.0,73102,3,0,5000,0,8.49,0.07,5,608,1,0
27,0,3.0,65827,1,0,5000,5,11.99,0.08,10,679,0,1
31,0,2.0,55035,8,2,7500,3,10.62,0.14,5,629,0,0
31,1,3.0,54861,9,2,2500,5,7.88,0.05,8,673,0,0
32,1,0.0,72818,9,0,5000,2,7.29,0.07,9,564,1,0
30,1,3.0,73086,7,0,5000,2,11.01,0.07,8,673,0,0
29,0,0.0,55231,7,1,6800,1,10.62,0.12,5,642,1,0
28,1,2.0,72924,7,0,5000,4,15.7,0.07,7,635,0,0
27,1,3.0,65927,4,0,5000,5,13.17,0.08,8,654,0,1
29,1,2.0,54803,8,2,14000,4,13.48,0.26,5,670,1,0
30,0,,73176,9,0,5000,5,11.01,0.07,7,666,0,0
30,0,3.0,65645,10,0,5000,3,15.13,0.08,9,584,0,1
32,1,1.0,72921,9,0,5000,3,8.88,0.07,10,636,1,0
30,1,1.0,73212,7,0,5000,3,12.69,0.07,8,712,1,0
30,1,3.0,54859,9,2,3250,1,10.62,0.06,6,561,0,0
28,1,1.0,73687,7,0,5000,3,10.37,0.07,7,669,0,0
27,1,1.0,75397,5,0,5000,5,11.01,0.07,5,603,0,0
28,0,0.0,55082,5,1,15000,2,9.88,0.27,6,648,1,0
29,0,0.0,55206,10,1,20000,3,10.62,0.36,6,660,1,0
27,1,3.0,76738,4,0,5000,5,10.0,0.07,5,708,1,0
34,0,1.0,77438,11,0,5000,1,9.63,0.06,7,650,0,0
27,0,0.0,77573,5,0,5000,3,12.99,0.06,8,582,1,0
27,0,3.0,54757,2,1,3500,0,11.14,0.06,8,635,0,0
27,1,3.0,55125,4,2,18000,2,12.87,0.33,8,502,1,0
27,0,1.0,55350,5,2,12000,4,8.94,0.22,6,684,0,0
35,1,3.0,55030,12,2,1000,3,11.01,0.02,10,651,1,0
27,1,3.0,78686,8,0,5000,5,13.99,0.06,9,657,0,0
28,0,3.0,71929,4,0,5000,5,15.23,0.07,6,671,0,1
27,1,1.0,54726,4,2,4000,3,11.01,0.07,7,629,1,0
27,1,1.0,55006,5,2,16750,5,8.94,0.3,7,677,1,0
30,1,3.0,54864,7,2,10000,3,13.57,0.18,6,672,1,0
34,0,1.0,78575,7,0,5000,4,10.59,0.06,9,636,1,0
27,0,0.0,79991,3,0,5000,2,13.99,0.06,10,533,1,0
33,1,3.0,80483,10,0,5000,1,7.29,0.06,8,522,1,0
27,1,2.0,73008,5,0,5000,0,14.54,0.07,10,589,0,1
34,1,1.0,55156,12,2,3800,5,13.16,0.07,5,650,1,0
29,1,2.0,47768,8,2,10000,0,11.01,0.21,5,687,0,1
27,0,3.0,72976,6,0,5000,4,15.21,0.07,9,599,0,1
29,1,1.0,73054,11,0,5000,2,14.22,0.07,9,692,0,1
27,1,3.0,80457,5,0,5000,3,5.79,0.06,6,540,1,0
28,1,0.0,81729,4,0,5000,5,14.26,0.06,8,590,1,0
28,1,0.0,81252,5,0,5000,1,11.86,0.06,10,542,1,0
32,0,3.0,82764,10,0,5000,3,15.7,0.06,7,610,1,0
33,0,0.0,82447,12,0,5000,1,13.49,0.06,8,641,0,0
30,0,0.0,77228,7,0,5000,0,10.39,0.06,8,662,0,1
